Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. eastropacia,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata
RC10-256,CLIMAP_0089,0,Piston,13.483,-81.63,1146,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. truncatulinoides subspecies set to N/A, G. ruber pink and G. ruber white and T. sacculifer subspecies set to N/A",1,1,,388,0,0,3,0,22,0,0,6,0,0,0,19,0,0,0,0,0,0,0,2,4,0,0,93,2,3,0,17,3,0,0,0,2,0,0,32,0,0,0,0,0
RC10-49,CLIMAP_0090,0,Piston,16.567,-79.53,1238,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,373,0,0,1,0,21,0,0,13,0,0,0,10,0,0,1,0,0,0,0,0,1,57,114,82,2,8,2,8,6,0,0,0,12,0,1,33,0,0,0,0,0
RC10-49,CLIMAP_0091,0,Piston,16.567,-79.53,1238,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,341,0,0,0,0,35,2,0,2,0,0,0,15,0,0,0,0,0,0,0,0,1,39,95,69,7,2,0,17,2,0,0,0,10,0,3,38,0,0,0,0,0
RC10-50,CLIMAP_0092,0,Piston,11.767,-81.1,2072,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,314,0,0,3,1,0,1,13,3,0,0,7,13,1,0,0,0,0,0,1,2,12,8,143,22,0,2,1,27,0,0,0,0,6,0,0,47,0,0,0,0,0
RC11-10,CLIMAP_0093,1,Piston,4.967,-45.97,3834,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, sample depth information from duplicate sample",31,1,,394,0,0,0,0,13,0,1,4,0,0,0,1,2,0,6,0,0,0,2,0,2,39,187,102,0,2,1,13,4,0,0,0,0,1,0,14,0,0,0,0,0
RC11-103,CLIMAP_0094,0,Piston,-43.03,57.35,4673,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,366,0,0,2,6,0,0,3,1,0,0,228,0,45,27,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RC11-106,CLIMAP_0095,0,Piston,-34.33,54.217,4212,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,369,0,0,0,6,0,0,4,0,0,0,260,0,60,4,0,0,0,0,11,0,0,0,3,0,0,4,0,3,1,0,3,0,0,0,0,9,0,0,0,0,0
RC11-11,CLIMAP_0096,1,Piston,2.217,-45.4,3759,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",31,1,,377,0,0,0,0,40,1,0,9,0,0,0,6,0,0,10,0,0,0,0,2,2,8,167,72,1,6,0,20,5,0,0,0,3,1,1,18,0,0,0,0,0
RC11-111,CLIMAP_0097,0,Piston,-22.4,57.633,4365,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,433,0,0,0,0,23,0,14,5,0,0,44,17,1,0,3,0,0,0,2,0,14,0,209,36,0,3,10,18,14,0,0,0,1,0,1,12,0,0,0,0,0
RC11-116,CLIMAP_0098,0,Piston,-34.92,67.583,4548,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,311,0,0,0,7,0,0,24,0,0,0,170,0,77,5,0,0,0,0,15,0,2,0,3,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
RC11-117,CLIMAP_0099,0,Piston,-36.48,69.55,4367,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,267,0,0,1,7,0,0,16,0,0,0,73,0,116,4,0,0,0,0,31,2,0,0,6,0,0,1,2,2,0,0,3,0,1,0,0,0,0,0,0,0,0
RC11-12,CLIMAP_0100,1,Piston,0.917,-43.77,4145,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",29,1,,344,0,0,0,0,33,0,0,4,0,0,0,12,0,0,17,0,0,0,0,0,5,9,129,85,0,3,0,17,3,0,0,0,0,0,0,19,0,0,0,0,0
RC11-122,CLIMAP_0101,0,Piston,-38.03,83.483,3490,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,285,0,0,0,6,0,0,25,0,0,0,47,3,64,0,0,0,0,0,70,27,0,0,4,0,0,5,2,4,10,0,5,0,1,0,0,9,0,0,0,0,0
RC11-128,CLIMAP_0102,0,Piston,-28.07,95.967,3926,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,306,0,0,0,7,5,2,48,1,0,0,76,0,3,4,0,0,0,0,18,5,6,0,76,8,1,9,7,15,4,0,0,0,1,0,0,8,0,0,0,0,0
RC11-13,CLIMAP_0103,0,Piston,1.683,-41.52,4378,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,334,0,0,1,0,67,0,0,36,0,0,0,18,0,0,23,0,0,0,0,0,6,1,56,95,0,2,3,10,1,0,0,0,0,4,0,6,0,0,0,0,0
RC11-138,CLIMAP_0104,0,Piston,-33.8,112.98,3069,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,272,0,0,0,1,4,6,11,1,0,0,87,23,6,0,0,0,0,0,29,10,0,0,50,6,4,2,0,6,5,0,0,0,1,0,0,20,0,0,0,0,0
RC11-141,CLIMAP_0106,0,Piston,-31.57,114.12,4347,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,283,0,0,0,4,18,1,9,0,0,0,196,19,1,0,0,0,0,0,5,0,0,0,16,0,0,0,0,2,1,0,1,0,0,0,0,10,0,0,0,0,0
RC11-146,CLIMAP_0107,0,Piston,-21.42,112.8,2371,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,334,0,0,1,0,26,2,1,1,0,0,1,25,2,0,6,0,0,0,28,10,3,0,108,21,11,2,0,6,16,0,0,0,10,0,0,51,0,0,0,0,0
RC11-79,CLIMAP_0109,1,Piston,-49,-4.6,3385,11,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",55,1,,384,0,0,0,0,0,0,0,0,0,0,3,0,10,364,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RC12-291,CLIMAP_0111,1,Piston,-42.58,-17.8,3508,11,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",21,1,,328,0,0,0,0,0,0,31,0,0,0,46,0,40,9,0,0,0,0,132,6,0,0,0,0,0,1,0,1,0,0,34,0,0,0,0,15,0,0,0,0,0
RC13-146,CLIMAP_0112,0,Piston,11.91,-75.04,3387,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,337,0,0,7,0,6,0,3,91,0,0,0,22,2,0,32,0,0,0,1,0,2,11,60,31,0,18,1,31,0,0,0,0,0,7,0,11,0,0,0,0,0
RC13-150,CLIMAP_0114,0,Piston,15.617,-71.67,3788,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,310,0,0,0,0,18,0,1,7,0,0,0,28,0,0,0,0,0,0,1,0,2,27,103,80,1,3,0,14,0,0,1,0,1,1,2,19,0,0,0,0,0
RC13-151,CLIMAP_0115,0,Piston,15.857,-74.79,2792,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,347,0,0,5,1,1,0,13,1,0,0,17,32,2,0,1,0,0,0,6,2,7,25,147,25,3,2,0,11,0,0,0,0,5,0,1,37,0,0,0,0,0
RC13-156TW,CLIMAP_0116,0,Gravity,10.032,-76.96,3103,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. ruber pink and G. ruber white and T. sacculifer subspecies set to N/A,1,1,,502,0,0,23,0,24,1,2,44,0,0,0,27,1,0,5,0,0,0,0,0,25,0,0,88,0,1,0,28,3,0,0,0,0,3,0,14,0,0,0,1,0
RC13-157,CLIMAP_0117,0,Piston,11.25,-78.15,3588,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. ruber pink and G. ruber white and T. sacculifer subspecies set to N/A,1,1,,359,0,0,7,0,20,0,2,14,0,0,0,43,0,0,7,0,0,0,0,2,7,0,0,98,1,5,0,15,0,0,0,0,0,3,0,18,0,0,0,0,0
RC13-159,CLIMAP_0118,0,Piston,14.695,-77.17,4027,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,374,0,0,4,0,0,0,9,0,0,0,11,14,1,0,0,0,0,0,4,3,8,32,148,37,9,6,0,28,0,0,0,0,8,0,0,50,0,0,0,0,0
RC13-196,CLIMAP_0119,1,Piston,3.705,-7.722,3734,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,29,1,,337,0,0,1,0,26,0,2,0,0,0,17,22,0,0,6,0,0,0,1,0,0,33,70,97,4,4,2,9,3,0,0,0,7,1,0,22,0,0,0,0,0
RC13-229,CLIMAP_0120,1,Piston,-25.49,11.307,4191,11,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, T. sacculifer sum corrected",21,1,,282,0,0,1,3,0,0,1,0,0,0,71,2,172,6,0,0,0,0,4,0,0,0,5,1,0,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
RC13-253,CLIMAP_0121,1,Piston,-46.6,7.625,2494,11,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",21,1,,279,0,0,0,0,0,0,7,0,0,0,26,0,3,118,0,0,0,0,83,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,9,0,0,0,0,0
RC15-91,CLIMAP_0123,1,Piston,-49.92,-15.57,3775,11,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",21,1,,674,0,0,0,0,0,0,3,0,0,0,214,0,7,386,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
RC15-93,CLIMAP_0124,1,Piston,-46.1,-13.23,2714,11,0,0.07,0.035,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",21,1,,366,0,0,0,0,0,0,6,0,0,0,44,0,17,146,0,0,0,0,73,4,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,13,0,0,0,0,0
RC17-101,CLIMAP_0125,0,Piston,-12.38,61.617,2665,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,321,0,0,0,0,6,5,0,0,0,0,0,17,4,0,20,0,8,1,9,2,11,0,75,47,1,2,5,19,25,0,0,2,5,0,0,54,0,0,0,0,0
RC17-102,CLIMAP_0126,0,Piston,-12.85,59.872,3470,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer sum corrected,1,1,,352,0,0,0,0,6,5,1,1,0,0,0,19,5,0,21,5,4,0,10,1,6,0,92,67,2,6,0,14,17,0,0,0,1,0,0,69,0,0,0,0,0
RC17-103,CLIMAP_0127,0,Piston,-13.61,59.638,3912,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,332,0,0,0,0,9,2,0,0,0,0,0,14,9,0,19,4,6,0,12,0,8,0,107,42,4,3,4,10,12,0,0,1,0,2,0,63,0,0,0,0,0
RC17-104,CLIMAP_0128,0,Piston,-15.59,58.852,3834,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,337,0,0,0,0,1,2,0,0,0,0,0,14,6,0,13,1,0,0,13,4,3,0,103,40,3,3,2,14,20,0,0,0,7,0,0,87,0,0,0,0,0
RC17-105,CLIMAP_0129,0,Piston,-16.23,58.633,2500,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,374,0,0,0,0,3,3,0,0,0,0,0,17,6,0,10,0,2,0,11,8,16,0,133,52,6,2,0,17,23,0,1,0,7,1,0,56,0,0,0,0,0
RC17-110,CLIMAP_0130,0,Piston,-2.807,61.203,4395,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,344,0,0,1,0,63,2,4,6,0,0,0,56,15,0,15,2,15,0,5,0,12,0,76,33,0,0,5,13,6,0,0,0,3,0,0,12,0,0,0,0,0
RC17-114,CLIMAP_0131,1,Piston,19.193,66.29,2967,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,coordinates corrected via depth control,33,1,,309,0,0,0,0,29,2,1,2,0,0,0,22,0,0,16,4,0,0,11,1,5,0,64,49,0,2,1,10,5,0,0,0,0,0,0,85,0,0,0,0,0
RC17-116,CLIMAP_0132,0,Piston,21.472,67.298,2195,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,33,1,,302,0,0,0,0,5,0,0,0,0,0,1,4,0,0,8,0,1,0,40,36,1,0,65,7,10,4,0,2,5,0,0,0,6,0,0,107,0,0,0,0,0
RC17-125,CLIMAP_0135,1,Piston,9.582,72.763,1734,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. ruber pink abundances moved to unidentified, G. truncatulinoides subspecies set to N/A",1,1,,376,0,0,0,0,15,1,0,0,0,0,0,21,1,0,13,2,17,0,26,0,5,0,101,32,29,6,5,19,20,0,0,0,6,0,0,56,0,0,0,0,0
RC17-98,CLIMAP_0137,1,Piston,-13.22,65.617,3409,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. ruber group abundances moved to G. ruber white, G. ruber pink set to 0",1,1,,300,0,0,0,2,12,4,1,21,0,0,0,29,3,0,5,1,1,0,10,3,7,0,78,22,3,5,0,11,7,0,0,0,7,0,0,68,0,0,0,0,0
RE9-7,CLIMAP_0138,0,Grab,59.6532,-22.77,2468,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",1,1,,409,0,0,0,1,0,3,0,0,0,0,12,0,147,25,0,0,0,0,113,1,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,79,0,0,0,0,0
SP9P9,CLIMAP_0139,1,Grab,53.867,-21.1328,2743,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",13,1,,612,0,0,0,0,0,5,6,0,0,0,71,3,301,32,0,0,0,0,124,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,44,0,0,0,0,0
SP10P1,CLIMAP_0140,1,Grab,63.4832,-0.0667,2012,513,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",13,1,,279,0,0,0,0,0,0,1,0,0,0,2,0,123,138,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0
V2-9,CLIMAP_0141,0,Piston,42.467,-54.9,4702,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,433,0,0,0,0,3,2,1,0,0,0,99,7,227,34,1,0,0,0,18,2,8,0,4,0,0,1,1,0,0,0,10,0,0,0,0,5,0,0,0,0,0
V3-128,CLIMAP_0142,1,Piston,23.767,-92.47,3590,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,13,1,,341,0,0,1,0,21,0,28,2,0,0,0,10,2,0,20,0,0,0,7,0,3,37,132,44,0,7,0,0,8,0,0,0,2,0,0,12,0,0,0,0,0
V5-1,CLIMAP_0144,0,Piston,32.6,-69.5,5323,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,374,0,0,0,28,4,0,27,6,0,0,81,8,3,0,4,0,0,0,66,13,4,0,91,12,1,2,0,6,1,0,0,2,0,0,2,0,0,0,0,0,0
V5-31,CLIMAP_0145,1,Piston,32.283,-65.12,1597,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,13,1,,319,0,0,0,10,1,0,31,1,0,0,25,5,4,0,1,0,0,0,7,63,4,8,71,7,8,3,0,9,9,0,0,1,15,0,0,27,0,0,0,0,0
V5-40,CLIMAP_0146,1,Piston,32.217,-64.72,1953,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,13,1,,364,0,0,0,16,0,2,25,0,0,0,8,0,2,0,2,0,0,0,25,62,0,9,107,4,11,2,0,28,10,0,0,1,6,0,0,32,0,0,0,0,0
V7-13,CLIMAP_0148,0,Piston,29.283,-79.92,452,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,537,2,0,1,0,22,2,2,0,0,0,0,28,0,0,0,0,0,0,8,3,2,26,133,30,3,10,4,69,23,0,0,0,6,0,3,139,0,0,0,1,0
V7-42,CLIMAP_0149,0,Piston,38.917,-57.13,5260,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,361,0,0,1,8,12,0,10,12,0,0,75,29,133,5,19,0,0,0,6,0,0,2,30,4,0,4,1,2,0,0,0,0,0,0,0,6,0,0,0,0,0
V7-67,CLIMAP_0151,1,Piston,34.667,-61.45,4308,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,13,1,,422,0,0,0,33,6,2,54,0,0,0,35,18,8,0,4,0,0,0,55,31,2,2,89,15,1,3,1,13,2,0,0,2,1,0,0,34,0,0,0,0,0
V7-68,CLIMAP_0152,0,Piston,40.767,-64.6,4133,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,423,0,0,1,2,16,0,1,3,0,0,84,36,203,22,12,0,0,0,6,4,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
V8-7,CLIMAP_0153,0,Piston,12.4,-77.77,3823,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,351,0,0,1,0,21,0,1,35,0,0,0,52,0,0,14,0,0,0,0,0,7,11,89,83,0,11,0,14,0,0,0,0,0,1,0,10,0,0,0,0,0
V9-31,CLIMAP_0154,1,Piston,8.233,-37.87,4204,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,29,1,,383,0,0,1,0,8,1,2,0,0,0,0,11,0,0,1,0,0,0,1,2,2,22,136,122,1,2,1,25,0,0,0,0,4,0,1,29,0,0,0,0,0
V10-80,CLIMAP_0155,0,Piston,31.383,-11.62,2550,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,513,0,0,4,16,0,2,29,0,0,0,35,0,49,2,12,0,0,0,74,88,0,19,73,43,3,4,0,10,13,0,0,2,5,0,0,20,0,0,0,0,0
V10-88,CLIMAP_0156,1,Piston,22.967,-38.2,4971,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,13,1,,502,0,0,2,0,5,0,13,6,0,0,19,2,0,0,0,0,0,0,1,4,20,1,357,50,0,1,3,9,1,0,0,0,0,0,0,5,0,0,0,0,0
V10-89,CLIMAP_0157,0,Piston,23.033,-43.8,3523,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,5,1,,315,0,0,1,0,0,2,16,0,0,0,2,1,0,0,0,0,0,0,0,7,1,29,126,17,27,3,0,16,3,0,0,0,22,0,0,35,0,0,0,0,0
V10-98,CLIMAP_0158,0,Piston,31.433,-64.17,4299,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,370,0,0,3,13,3,1,25,0,0,0,60,3,15,2,0,0,0,0,26,30,4,11,97,13,8,2,0,9,2,0,0,1,5,0,1,27,0,0,0,0,0
V12-122,CLIMAP_0159,1,Piston,17,-74.4,2800,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,13,1,,333,0,0,4,1,17,2,2,9,0,0,0,10,1,0,0,0,0,0,0,0,1,42,103,66,1,9,0,8,6,0,4,0,9,0,1,35,0,0,0,0,0
V12-4,CLIMAP_0160,1,Piston,24.283,-53.07,5009,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, sample depth information from duplicate sample",15,1,,481,0,0,1,1,2,0,9,0,0,0,4,1,0,0,0,0,0,0,5,0,5,17,376,31,0,5,1,9,3,0,0,0,0,0,5,6,0,0,0,0,0
V12-66,CLIMAP_0161,1,Piston,-22.98,7.017,2760,11,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,21,1,,350,0,0,1,2,14,7,24,0,0,0,69,1,86,5,0,0,0,0,10,34,0,0,29,9,6,11,0,2,11,0,0,0,2,0,0,15,0,0,0,0,0
V12-80,CLIMAP_0162,1,Piston,1.75,-16.05,4918,7,0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,29,1,,586,0,0,8,0,88,1,2,25,0,0,10,77,7,0,54,0,0,0,1,1,2,1,52,187,0,10,5,27,1,0,0,0,0,10,0,10,0,0,0,0,0
V12-99,CLIMAP_0163,0,Piston,10.7,-65.2,1020,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,409,0,0,30,0,15,0,2,1,0,0,0,46,0,0,2,0,0,0,131,0,0,20,51,5,1,4,0,18,18,0,0,0,3,0,0,53,0,0,0,0,0
V14-100,CLIMAP_0164,0,Piston,3.867,65.517,3682,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,214,0,0,2,0,32,0,0,2,0,0,0,10,2,0,12,9,5,0,7,0,4,0,51,28,1,0,1,12,8,0,0,0,0,0,0,28,0,0,0,0,0
V14-103,CLIMAP_0165,0,Piston,11.433,56.233,4232,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,172,0,0,0,0,54,1,0,29,0,0,0,22,2,0,11,0,2,0,11,2,0,0,11,11,0,0,0,3,2,0,0,0,0,0,0,11,0,0,0,0,0
V14-104,CLIMAP_0166,0,Piston,13.433,53.45,2670,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,33,1,,182,0,0,0,0,18,0,0,0,0,0,0,11,0,0,10,0,2,0,29,0,0,0,33,7,1,0,0,0,0,0,1,0,5,0,0,60,0,0,0,0,0
V14-105,CLIMAP_0167,0,Piston,14.3,51,2120,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,255,0,0,0,0,55,1,0,0,0,0,1,10,1,1,0,0,2,0,46,1,0,0,34,9,0,0,1,2,4,0,1,0,4,0,0,82,0,0,0,0,0
V14-106,CLIMAP_0168,0,Piston,12.867,48.4,2144,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,311,0,0,0,0,58,2,0,0,0,0,0,7,0,0,3,0,0,0,48,0,0,0,64,9,1,0,0,5,5,0,0,0,6,0,0,103,0,0,0,0,0
V14-107,CLIMAP_0169,0,Piston,11.85,46.75,1608,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,271,0,0,0,0,63,3,0,0,0,0,0,9,0,0,2,0,5,0,49,1,0,0,40,8,0,0,2,6,2,0,0,0,2,0,0,79,0,0,0,0,0
V14-108,CLIMAP_0170,0,Piston,12.617,45.633,1176,129,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,289,0,0,0,0,48,0,0,0,0,0,0,5,0,0,1,0,1,0,57,0,0,0,48,5,1,1,0,1,7,0,2,0,1,0,0,111,0,0,0,0,0
V14-4,CLIMAP_0171,1,Piston,15.483,-40.52,4473,7,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. hexagonus abundances moved to unidentified,1,1,,310,0,0,0,0,7,0,7,5,0,0,0,4,1,0,0,0,0,0,0,3,6,43,114,49,5,2,2,21,3,0,0,0,4,0,0,25,0,0,0,0,0
