Sample,Sample ID,Flag,Device,Latitude,Longitude,Water depth,Ocean,Sample depth top,Sample depth bottom,Sample depth average,Author,Journal,Year,Publication doi,Resource doi,Comment,Database,Type,Count min,Count,D. anfracta,G. cavernula,G. crassaformis,G. hirsuta,G. cultrata,G. scitula,G. truncatulinoides,G. tumida,G. ungulata,G. theyeri,G. inflata,N. dutertrei,N. incompta,N. pachyderma,P. obliquiloculata,G. conglomerata,G. hexagonus,B. pumilio,G. bulloides,G. falconensis,G. conglobatus,G. ruber ruber,G. ruber albus,T. sacculifer,G. tenellus,O. universa,B. digitata,G. siphonifera,G. calida,G. adamsi,T. quinqueloba,T. humilis,G. rubescens,S. dehiscens,C. nitida,G. glutinata,G. uvula,G. minuta,T. iota,H. pelagica,H. digitata,SST
ELT49.23-PC,CLIMAP_0063,0,Piston,-47.128,95.08,3285.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,350.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,54.0,0.0,16.0,74.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,6.541767120361328
ELT49.24-PC,CLIMAP_0064,0,Piston,-47.988,95.037,3240.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,299.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,33.0,0.0,14.0,76.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,6.541767120361328
ELT49.25-PC,CLIMAP_0065,0,Piston,-49.378,94.832,3366.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,298.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,54.0,0.0,12.0,78.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.26693058013916
KM1-41,CLIMAP_0066,0,Grab,24.5,-16.95,1530.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,526.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,90.0,0.0,179.0,2.0,11.0,0.0,0.0,0.0,63.0,21.0,0.0,5.0,50.0,32.0,1.0,1.0,0.0,2.0,11.0,0.0,3.0,2.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,20.578224182128906
RC8-106,CLIMAP_0068,0,Piston,14.0,-74.88,3904.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,301.0,0.0,0.0,1.0,0.0,23.0,0.0,2.0,12.0,0.0,0.0,1.0,67.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,64.0,52.0,0.0,16.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,27.413314819335938
RC8-40,CLIMAP_0069,1,Piston,-43.78,46.2,2540.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. ruber group abundances moved to G. ruber white, G. ruber pink set to 0, T. sacculifer subspecies set to N/A, G. ruber pink and G. ruber white set to N/A",1,1,,231.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,53.0,41.0,0.0,0.0,0.0,0.0,85.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,7.904087543487549
RC8-41,CLIMAP_0070,0,Piston,-43.63,51.267,2897.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,386.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,88.0,0.0,3.0,163.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.634157180786133
RC8-46,CLIMAP_0071,0,Piston,-55.33,65.467,2761.0,257.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",1,1,,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,264.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9002341628074646
RC8-50,CLIMAP_0072,0,Piston,-44.77,92.417,3219.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,369.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,58.0,6.0,72.0,24.0,0.0,0.0,0.0,0.0,141.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,9.186482429504395
RC8-53,CLIMAP_0073,0,Piston,-39.38,104.37,4429.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,239.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,81.0,1.0,33.0,4.0,0.0,0.0,0.0,0.0,63.0,11.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.66036605834961
RC8-60,CLIMAP_0074,0,Piston,-36.75,120.9,5351.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,286.0,0.0,0.0,0.0,0.0,1.0,12.0,10.0,0.0,0.0,0.0,34.0,14.0,48.0,6.0,0.0,0.0,0.0,0.0,32.0,10.0,0.0,0.0,15.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,16.291645050048828
RC8-61,CLIMAP_0075,0,Piston,-46.53,125.57,4254.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,411.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,96.0,0.0,38.0,35.0,0.0,0.0,0.0,0.0,179.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.421527862548828
RC8-62,CLIMAP_0076,0,Piston,-49.33,127.12,3875.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,275.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,38.0,0.0,44.0,20.0,0.0,0.0,0.0,0.0,110.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,7.46104097366333
RC8-63,CLIMAP_0077,0,Piston,-51.08,129.97,3442.0,257.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,302.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,26.0,2.0,80.0,59.0,0.0,0.0,0.0,0.0,101.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.958413600921631
RC9-139,CLIMAP_0078,0,Piston,-47.77,123.1,4158.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,392.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,81.0,0.0,13.0,26.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.514388084411621
RC9-140,CLIMAP_0079,0,Piston,-45.42,121.12,4400.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,363.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,65.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0,225.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.699311256408691
RC9-143,CLIMAP_0080,0,Piston,-41.37,114.13,4396.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,235.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,80.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.944308280944824
RC9-160,CLIMAP_0081,0,Piston,12.05,63.15,4268.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,33,1,,323.0,0.0,0.0,1.0,0.0,58.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,39.0,0.0,2.0,0.0,26.0,0.0,7.0,0.0,73.0,35.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,27.104095458984375
RC9-163,CLIMAP_0082,0,Piston,17.883,58.083,3005.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",1,1,,320.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,2.0,0.0,109.0,26.0,0.0,0.0,19.0,4.0,4.0,1.0,1.0,6.0,3.0,0.0,4.0,0.0,8.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.773006439208984
RC9-222,CLIMAP_0084,0,Piston,45.1,-10.57,4903.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. truncatulinoides subspecies set to N/A, T. sacculifer subspecies set to N/A",1,1,,336.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,62.0,0.0,132.0,4.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,2.0,0.0,0.0,59.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,14.687806129455566
RC9-225,CLIMAP_0085,0,Piston,54.983,-15.4,2334.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,324.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,21.0,1.0,130.0,2.0,0.0,0.0,0.0,0.0,61.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,11.953185081481934
RC9-61,CLIMAP_0086,1,Piston,10.183,-77.22,3191.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,sample depth information from duplicate sample,13,1,,524.0,0.0,0.0,3.0,0.0,33.0,1.0,2.0,5.0,0.0,0.0,0.0,54.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,37.0,182.0,116.0,1.0,7.0,3.0,21.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,27.67475128173828
RC9-61,CLIMAP_0087,1,Piston,10.183,-77.22,3191.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. conglomerata abundances moved to unidentified,1,1,,286.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,15.0,0.0,0.0,0.0,24.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,32.0,83.0,54.0,1.0,9.0,0.0,18.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.67475128173828
RC10-22,CLIMAP_0088,0,Piston,21.3,-69.67,3832.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,519.0,0.0,0.0,2.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,84.0,221.0,33.0,17.0,6.0,0.0,22.0,7.0,0.0,0.0,2.0,11.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,26.981042861938477
RC10-256,CLIMAP_0089,0,Piston,13.483,-81.63,1146.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. truncatulinoides subspecies set to N/A, G. ruber pink and G. ruber white and T. sacculifer subspecies set to N/A",1,1,,388.0,0.0,0.0,3.0,0.0,22.0,0.0,0.0,6.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,93.0,2.0,3.0,0.0,17.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,27.604772567749023
RC10-49,CLIMAP_0090,0,Piston,16.567,-79.53,1238.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,373.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,114.0,82.0,2.0,8.0,2.0,8.0,6.0,0.0,0.0,0.0,12.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,27.683427810668945
RC10-49,CLIMAP_0091,0,Piston,16.567,-79.53,1238.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,341.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,95.0,69.0,7.0,2.0,0.0,17.0,2.0,0.0,0.0,0.0,10.0,0.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,27.683427810668945
RC10-50,CLIMAP_0092,0,Piston,11.767,-81.1,2072.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,314.0,0.0,0.0,3.0,1.0,0.0,1.0,13.0,3.0,0.0,0.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,8.0,143.0,22.0,0.0,2.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,27.605236053466797
RC11-10,CLIMAP_0093,1,Piston,4.967,-45.97,3834.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, sample depth information from duplicate sample",31,1,,394.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,39.0,187.0,102.0,0.0,2.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,27.4660587310791
RC11-103,CLIMAP_0094,0,Piston,-43.03,57.35,4673.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,366.0,0.0,0.0,2.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,228.0,0.0,45.0,27.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.61812686920166
RC11-106,CLIMAP_0095,0,Piston,-34.33,54.217,4212.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,369.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,260.0,0.0,60.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,18.28426170349121
RC11-11,CLIMAP_0096,1,Piston,2.217,-45.4,3759.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",31,1,,377.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,167.0,72.0,1.0,6.0,0.0,20.0,5.0,0.0,0.0,0.0,3.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,27.385385513305664
RC11-111,CLIMAP_0097,0,Piston,-22.4,57.633,4365.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,433.0,0.0,0.0,0.0,0.0,23.0,0.0,14.0,5.0,0.0,0.0,44.0,17.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,209.0,36.0,0.0,3.0,10.0,18.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,24.607017517089844
RC11-116,CLIMAP_0098,0,Piston,-34.92,67.583,4548.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,311.0,0.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0,0.0,170.0,0.0,77.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.565793991088867
RC11-117,CLIMAP_0099,0,Piston,-36.48,69.55,4367.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,267.0,0.0,0.0,1.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,73.0,0.0,116.0,4.0,0.0,0.0,0.0,0.0,31.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.171485900878906
RC11-12,CLIMAP_0100,1,Piston,0.917,-43.77,4145.0,7.0,0.0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, G. truncatulinoides subspecies set to N/A",29,1,,344.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,129.0,85.0,0.0,3.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,27.358051300048828
RC11-122,CLIMAP_0101,0,Piston,-38.03,83.483,3490.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,285.0,0.0,0.0,0.0,6.0,0.0,0.0,25.0,0.0,0.0,0.0,47.0,3.0,64.0,0.0,0.0,0.0,0.0,0.0,70.0,27.0,0.0,0.0,4.0,0.0,0.0,5.0,2.0,4.0,10.0,0.0,5.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,14.051506042480469
RC11-128,CLIMAP_0102,0,Piston,-28.07,95.967,3926.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,306.0,0.0,0.0,0.0,7.0,5.0,2.0,48.0,1.0,0.0,0.0,76.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,18.0,5.0,6.0,0.0,76.0,8.0,1.0,9.0,7.0,15.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,19.896270751953125
RC11-13,CLIMAP_0103,0,Piston,1.683,-41.52,4378.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,G. truncatulinoides subspecies set to N/A,1,1,,334.0,0.0,0.0,1.0,0.0,67.0,0.0,0.0,36.0,0.0,0.0,0.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,56.0,95.0,0.0,2.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,27.317907333374023
RC11-138,CLIMAP_0104,0,Piston,-33.8,112.98,3069.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,272.0,0.0,0.0,0.0,1.0,4.0,6.0,11.0,1.0,0.0,0.0,87.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,10.0,0.0,0.0,50.0,6.0,4.0,2.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,18.389915466308594
RC11-141,CLIMAP_0106,0,Piston,-31.57,114.12,4347.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,T. sacculifer subspecies set to N/A,1,1,,283.0,0.0,0.0,0.0,4.0,18.0,1.0,9.0,0.0,0.0,0.0,196.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.031648635864258
RC11-146,CLIMAP_0107,0,Piston,-21.42,112.8,2371.0,129.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,334.0,0.0,0.0,1.0,0.0,26.0,2.0,1.0,1.0,0.0,0.0,1.0,25.0,2.0,0.0,6.0,0.0,0.0,0.0,28.0,10.0,3.0,0.0,108.0,21.0,11.0,2.0,0.0,6.0,16.0,0.0,0.0,0.0,10.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,24.911588668823242
RC11-79,CLIMAP_0109,1,Piston,-49.0,-4.6,3385.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"G. truncatulinoides subspecies set to N/A, sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",55,1,,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,364.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14823055267334
RC12-291,CLIMAP_0111,1,Piston,-42.58,-17.8,3508.0,11.0,0.0,0.01,0.005,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,"sample depth information from duplicate sample, T. sacculifer subspecies set to N/A",21,1,,328.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,46.0,0.0,40.0,9.0,0.0,0.0,0.0,0.0,132.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,11.156996726989746
RC13-146,CLIMAP_0112,0,Piston,11.91,-75.04,3387.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,337.0,0.0,0.0,7.0,0.0,6.0,0.0,3.0,91.0,0.0,0.0,0.0,22.0,2.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,60.0,31.0,0.0,18.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,27.40863800048828
RC13-150,CLIMAP_0114,0,Piston,15.617,-71.67,3788.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,310.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,7.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,27.0,103.0,80.0,1.0,3.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,27.505983352661133
RC13-151,CLIMAP_0115,0,Piston,15.857,-74.79,2792.0,7.0,,,,CLIMAP Project Members,Geological Society of America,1981,,doi:10.1594/PANGAEA.51927,,1,1,,347.0,0.0,0.0,5.0,1.0,1.0,0.0,13.0,1.0,0.0,0.0,17.0,32.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,7.0,25.0,147.0,25.0,3.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,27.551271438598633
