Event,Latitude,Longitude,Elevation,Depth sed,total,Species,Relative Abundance
A180-32,29.117,-26.25,-5200,0.6,100.3,N. incompta,0.018
A180-32,29.117,-26.25,-5200,0.6,100.3,N. dutertrei,0.036
A180-32,29.117,-26.25,-5200,0.6,100.3,G. conglomerata,0
A180-32,29.117,-26.25,-5200,0.6,100.3,G. hexagonus,0
A180-32,29.117,-26.25,-5200,0.6,100.3,P. obliquiloculata,0
A180-32,29.117,-26.25,-5200,0.6,100.3,G. inflata,0.21
A180-32,29.117,-26.25,-5200,0.6,100.3,G. crassaformis,0.024
A180-32,29.117,-26.25,-5200,0.6,100.3,G. hirsuta,0.003
A180-32,29.117,-26.25,-5200,0.6,100.3,G. scitula,0.027
A180-32,29.117,-26.25,-5200,0.6,100.3,G. glutinata,0.006
A180-32,29.117,-26.25,-5200,0.6,100.3,G. truncatulinoides,0.107
A180-39,25.833,-19.3,-3470,0.3,100,O. universa,0.007
A180-39,25.833,-19.3,-3470,0.3,100,G. conglobatus,0
A180-39,25.833,-19.3,-3470,0.3,100,G. ruber albus,0.085
A180-39,25.833,-19.3,-3470,0.3,100,G. tenellus,0.002
A180-39,25.833,-19.3,-3470,0.3,100,T. sacculifer,0.009
A180-39,25.833,-19.3,-3470,0.3,100,S. dehiscens,0
A180-39,25.833,-19.3,-3470,0.3,100,G. siphonifera,0.024
A180-39,25.833,-19.3,-3470,0.3,100,G. calida,0.002
A180-39,25.833,-19.3,-3470,0.3,100,G. bulloides,0.174
A180-39,25.833,-19.3,-3470,0.3,100,G. falconensis,0.067
A180-39,25.833,-19.3,-3470,0.3,100,B. digitata,0.004
A180-39,25.833,-19.3,-3470,0.3,100,G. rubescens,0.002
A180-39,25.833,-19.3,-3470,0.3,100,T. quinqueloba,0.017
A180-39,25.833,-19.3,-3470,0.3,100,N. pachyderma,0.011
A180-39,25.833,-19.3,-3470,0.3,100,N. incompta,0.135
A180-39,25.833,-19.3,-3470,0.3,100,N. dutertrei,0.296
A180-39,25.833,-19.3,-3470,0.3,100,G. conglomerata,0
A180-39,25.833,-19.3,-3470,0.3,100,G. hexagonus,0
A180-39,25.833,-19.3,-3470,0.3,100,P. obliquiloculata,0
A180-39,25.833,-19.3,-3470,0.3,100,G. inflata,0.115
A180-39,25.833,-19.3,-3470,0.3,100,G. crassaformis,0.004
A180-39,25.833,-19.3,-3470,0.3,100,G. hirsuta,0.004
A180-39,25.833,-19.3,-3470,0.3,100,G. scitula,0.035
A180-39,25.833,-19.3,-3470,0.3,100,G. glutinata,0
A180-39,25.833,-19.3,-3470,0.3,100,G. truncatulinoides,0.007
A180-47,15.333,-17.933,-2195,3.5,100.1,O. universa,0.01
A180-47,15.333,-17.933,-2195,3.5,100.1,G. conglobatus,0
A180-47,15.333,-17.933,-2195,3.5,100.1,G. ruber albus,0.107
A180-47,15.333,-17.933,-2195,3.5,100.1,G. tenellus,0.033
A180-47,15.333,-17.933,-2195,3.5,100.1,T. sacculifer,0.015
A180-47,15.333,-17.933,-2195,3.5,100.1,S. dehiscens,0
A180-47,15.333,-17.933,-2195,3.5,100.1,G. siphonifera,0.01
A180-47,15.333,-17.933,-2195,3.5,100.1,G. calida,0.02
A180-47,15.333,-17.933,-2195,3.5,100.1,G. bulloides,0.55
A180-47,15.333,-17.933,-2195,3.5,100.1,G. falconensis,0.01
A180-47,15.333,-17.933,-2195,3.5,100.1,B. digitata,0.005
A180-47,15.333,-17.933,-2195,3.5,100.1,G. rubescens,0
A180-47,15.333,-17.933,-2195,3.5,100.1,T. quinqueloba,0.02
A180-47,15.333,-17.933,-2195,3.5,100.1,N. pachyderma,0.003
A180-47,15.333,-17.933,-2195,3.5,100.1,N. incompta,0.005
A180-47,15.333,-17.933,-2195,3.5,100.1,N. dutertrei,0.115
A180-47,15.333,-17.933,-2195,3.5,100.1,G. conglomerata,0
A180-47,15.333,-17.933,-2195,3.5,100.1,G. hexagonus,0
A180-47,15.333,-17.933,-2195,3.5,100.1,P. obliquiloculata,0
A180-47,15.333,-17.933,-2195,3.5,100.1,G. inflata,0.059
A180-47,15.333,-17.933,-2195,3.5,100.1,G. crassaformis,0.003
A180-47,15.333,-17.933,-2195,3.5,100.1,G. hirsuta,0.003
A180-47,15.333,-17.933,-2195,3.5,100.1,G. scitula,0.033
A180-47,15.333,-17.933,-2195,3.5,100.1,G. glutinata,0
A180-47,15.333,-17.933,-2195,3.5,100.1,G. truncatulinoides,0
A180-48,15.317,-18.1,-1450,5.29,100.2,O. universa,0.003
A180-48,15.317,-18.1,-1450,5.29,100.2,G. conglobatus,0
A180-48,15.317,-18.1,-1450,5.29,100.2,G. ruber albus,0.388
A180-48,15.317,-18.1,-1450,5.29,100.2,G. tenellus,0.012
A180-48,15.317,-18.1,-1450,5.29,100.2,T. sacculifer,0.058
A180-48,15.317,-18.1,-1450,5.29,100.2,S. dehiscens,0
A180-48,15.317,-18.1,-1450,5.29,100.2,G. siphonifera,0.009
A180-48,15.317,-18.1,-1450,5.29,100.2,G. calida,0.012
A180-48,15.317,-18.1,-1450,5.29,100.2,G. bulloides,0.313
A180-48,15.317,-18.1,-1450,5.29,100.2,G. falconensis,0
A180-48,15.317,-18.1,-1450,5.29,100.2,B. digitata,0
A180-48,15.317,-18.1,-1450,5.29,100.2,G. rubescens,0.006
A180-48,15.317,-18.1,-1450,5.29,100.2,T. quinqueloba,0
A180-48,15.317,-18.1,-1450,5.29,100.2,N. pachyderma,0.003
A180-48,15.317,-18.1,-1450,5.29,100.2,N. incompta,0.009
A180-48,15.317,-18.1,-1450,5.29,100.2,N. dutertrei,0.067
A180-48,15.317,-18.1,-1450,5.29,100.2,G. conglomerata,0
A180-48,15.317,-18.1,-1450,5.29,100.2,G. hexagonus,0
A180-48,15.317,-18.1,-1450,5.29,100.2,P. obliquiloculata,0
A180-48,15.317,-18.1,-1450,5.29,100.2,G. inflata,0.067
A180-48,15.317,-18.1,-1450,5.29,100.2,G. crassaformis,0.003
A180-48,15.317,-18.1,-1450,5.29,100.2,G. hirsuta,0.003
A180-48,15.317,-18.1,-1450,5.29,100.2,G. scitula,0.049
A180-48,15.317,-18.1,-1450,5.29,100.2,G. glutinata,0
A180-48,15.317,-18.1,-1450,5.29,100.2,G. truncatulinoides,0
A180-56,12.235,-17.767,-2597,1,100,O. universa,0.011
A180-56,12.235,-17.767,-2597,1,100,G. conglobatus,0
A180-56,12.235,-17.767,-2597,1,100,G. ruber albus,0.154
A180-56,12.235,-17.767,-2597,1,100,G. tenellus,0.002
A180-56,12.235,-17.767,-2597,1,100,T. sacculifer,0.055
A180-56,12.235,-17.767,-2597,1,100,S. dehiscens,0
A180-56,12.235,-17.767,-2597,1,100,G. siphonifera,0.026
A180-56,12.235,-17.767,-2597,1,100,G. calida,0.007
A180-56,12.235,-17.767,-2597,1,100,G. bulloides,0.441
A180-56,12.235,-17.767,-2597,1,100,G. falconensis,0.011
A180-56,12.235,-17.767,-2597,1,100,B. digitata,0
A180-56,12.235,-17.767,-2597,1,100,G. rubescens,0.013
A180-56,12.235,-17.767,-2597,1,100,T. quinqueloba,0.004
A180-56,12.235,-17.767,-2597,1,100,N. pachyderma,0
A180-56,12.235,-17.767,-2597,1,100,N. incompta,0.061
A180-56,12.235,-17.767,-2597,1,100,N. dutertrei,0.114
A180-56,12.235,-17.767,-2597,1,100,G. conglomerata,0
A180-56,12.235,-17.767,-2597,1,100,G. hexagonus,0
A180-56,12.235,-17.767,-2597,1,100,P. obliquiloculata,0
A180-56,12.235,-17.767,-2597,1,100,G. inflata,0.029
A180-56,12.235,-17.767,-2597,1,100,G. crassaformis,0.013
A180-56,12.235,-17.767,-2597,1,100,G. hirsuta,0.011
A180-56,12.235,-17.767,-2597,1,100,G. scitula,0.044
A180-56,12.235,-17.767,-2597,1,100,G. glutinata,0
A180-56,12.235,-17.767,-2597,1,100,G. truncatulinoides,0.004
A180-72,0.6,-21.783,-3841,0.46,100.3,O. universa,0.003
A180-72,0.6,-21.783,-3841,0.46,100.3,G. conglobatus,0.006
A180-72,0.6,-21.783,-3841,0.46,100.3,G. ruber albus,0.053
A180-72,0.6,-21.783,-3841,0.46,100.3,G. tenellus,0
A180-72,0.6,-21.783,-3841,0.46,100.3,T. sacculifer,0.056
A180-72,0.6,-21.783,-3841,0.46,100.3,S. dehiscens,0
A180-72,0.6,-21.783,-3841,0.46,100.3,G. siphonifera,0
A180-72,0.6,-21.783,-3841,0.46,100.3,G. calida,0.003
A180-72,0.6,-21.783,-3841,0.46,100.3,G. bulloides,0.028
A180-72,0.6,-21.783,-3841,0.46,100.3,G. falconensis,0.006
A180-72,0.6,-21.783,-3841,0.46,100.3,B. digitata,0
A180-72,0.6,-21.783,-3841,0.46,100.3,G. rubescens,0.003
A180-72,0.6,-21.783,-3841,0.46,100.3,T. quinqueloba,0
A180-72,0.6,-21.783,-3841,0.46,100.3,N. pachyderma,0.014
A180-72,0.6,-21.783,-3841,0.46,100.3,N. incompta,0.047
A180-72,0.6,-21.783,-3841,0.46,100.3,N. dutertrei,0.456
A180-72,0.6,-21.783,-3841,0.46,100.3,G. conglomerata,0
A180-72,0.6,-21.783,-3841,0.46,100.3,G. hexagonus,0
A180-72,0.6,-21.783,-3841,0.46,100.3,P. obliquiloculata,0
A180-72,0.6,-21.783,-3841,0.46,100.3,G. inflata,0.142
A180-72,0.6,-21.783,-3841,0.46,100.3,G. crassaformis,0.017
A180-72,0.6,-21.783,-3841,0.46,100.3,G. hirsuta,0
A180-72,0.6,-21.783,-3841,0.46,100.3,G. scitula,0.061
A180-72,0.6,-21.783,-3841,0.46,100.3,G. glutinata,0
A180-72,0.6,-21.783,-3841,0.46,100.3,G. truncatulinoides,0.108
A180-73,0.167,-23,-3749,0.6,99.9,O. universa,0.007
A180-73,0.167,-23,-3749,0.6,99.9,G. conglobatus,0.002
A180-73,0.167,-23,-3749,0.6,99.9,G. ruber albus,0.133
A180-73,0.167,-23,-3749,0.6,99.9,G. tenellus,0
A180-73,0.167,-23,-3749,0.6,99.9,T. sacculifer,0.11
A180-73,0.167,-23,-3749,0.6,99.9,S. dehiscens,0
A180-73,0.167,-23,-3749,0.6,99.9,G. siphonifera,0.011
A180-73,0.167,-23,-3749,0.6,99.9,G. calida,0.007
A180-73,0.167,-23,-3749,0.6,99.9,G. bulloides,0.014
A180-73,0.167,-23,-3749,0.6,99.9,G. falconensis,0.009
A180-73,0.167,-23,-3749,0.6,99.9,B. digitata,0
A180-73,0.167,-23,-3749,0.6,99.9,G. rubescens,0.021
A180-73,0.167,-23,-3749,0.6,99.9,T. quinqueloba,0
A180-73,0.167,-23,-3749,0.6,99.9,N. pachyderma,0.005
A180-73,0.167,-23,-3749,0.6,99.9,N. incompta,0.041
A180-73,0.167,-23,-3749,0.6,99.9,N. dutertrei,0.368
A180-73,0.167,-23,-3749,0.6,99.9,G. conglomerata,0
A180-73,0.167,-23,-3749,0.6,99.9,G. hexagonus,0
A180-73,0.167,-23,-3749,0.6,99.9,P. obliquiloculata,0.002
A180-73,0.167,-23,-3749,0.6,99.9,G. inflata,0.048
A180-73,0.167,-23,-3749,0.6,99.9,G. crassaformis,0.014
A180-73,0.167,-23,-3749,0.6,99.9,G. hirsuta,0.002
A180-73,0.167,-23,-3749,0.6,99.9,G. scitula,0.131
A180-73,0.167,-23,-3749,0.6,99.9,G. glutinata,0
A180-73,0.167,-23,-3749,0.6,99.9,G. truncatulinoides,0.074
A180-73,0.167,-23,-3749,0.6,100.3,O. universa,0.014
A180-73,0.167,-23,-3749,0.6,100.3,G. conglobatus,0
A180-73,0.167,-23,-3749,0.6,100.3,G. ruber albus,0.081
A180-73,0.167,-23,-3749,0.6,100.3,G. tenellus,0.004
A180-73,0.167,-23,-3749,0.6,100.3,T. sacculifer,0.081
A180-73,0.167,-23,-3749,0.6,100.3,S. dehiscens,0
A180-73,0.167,-23,-3749,0.6,100.3,G. siphonifera,0
A180-73,0.167,-23,-3749,0.6,100.3,G. calida,0.011
A180-73,0.167,-23,-3749,0.6,100.3,G. bulloides,0.007
A180-73,0.167,-23,-3749,0.6,100.3,G. falconensis,0.014
A180-73,0.167,-23,-3749,0.6,100.3,B. digitata,0
A180-73,0.167,-23,-3749,0.6,100.3,G. rubescens,0.004
A180-73,0.167,-23,-3749,0.6,100.3,T. quinqueloba,0
A180-73,0.167,-23,-3749,0.6,100.3,N. pachyderma,0
A180-73,0.167,-23,-3749,0.6,100.3,N. incompta,0.021
A180-73,0.167,-23,-3749,0.6,100.3,N. dutertrei,0.484
A180-73,0.167,-23,-3749,0.6,100.3,G. conglomerata,0
A180-73,0.167,-23,-3749,0.6,100.3,G. hexagonus,0
A180-73,0.167,-23,-3749,0.6,100.3,P. obliquiloculata,0
A180-73,0.167,-23,-3749,0.6,100.3,G. inflata,0.06
A180-73,0.167,-23,-3749,0.6,100.3,G. crassaformis,0.025
A180-73,0.167,-23,-3749,0.6,100.3,G. hirsuta,0
A180-73,0.167,-23,-3749,0.6,100.3,G. scitula,0.095
A180-73,0.167,-23,-3749,0.6,100.3,G. glutinata,0
A180-73,0.167,-23,-3749,0.6,100.3,G. truncatulinoides,0.102
A180-74,-0.05,-24.167,-3329,0.5,100.2,O. universa,0
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. conglobatus,0
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. ruber albus,0.143
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. tenellus,0.003
A180-74,-0.05,-24.167,-3329,0.5,100.2,T. sacculifer,0.052
A180-74,-0.05,-24.167,-3329,0.5,100.2,S. dehiscens,0
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. siphonifera,0.009
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. calida,0.003
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. bulloides,0.052
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. falconensis,0.02
A180-74,-0.05,-24.167,-3329,0.5,100.2,B. digitata,0
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. rubescens,0
A180-74,-0.05,-24.167,-3329,0.5,100.2,T. quinqueloba,0.003
A180-74,-0.05,-24.167,-3329,0.5,100.2,N. pachyderma,0.003
A180-74,-0.05,-24.167,-3329,0.5,100.2,N. incompta,0.049
A180-74,-0.05,-24.167,-3329,0.5,100.2,N. dutertrei,0.33
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. conglomerata,0
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. hexagonus,0
A180-74,-0.05,-24.167,-3329,0.5,100.2,P. obliquiloculata,0.003
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. inflata,0.092
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. crassaformis,0.014
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. hirsuta,0.011
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. scitula,0.123
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. glutinata,0
A180-74,-0.05,-24.167,-3329,0.5,100.2,G. truncatulinoides,0.092
A180-76,-0.767,-26.033,-3512,0.6,99.9,O. universa,0.004
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. conglobatus,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. ruber albus,0.135
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. tenellus,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,T. sacculifer,0.106
A180-76,-0.767,-26.033,-3512,0.6,99.9,S. dehiscens,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. siphonifera,0.008
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. calida,0.004
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. bulloides,0.008
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. falconensis,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,B. digitata,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. rubescens,0.004
A180-76,-0.767,-26.033,-3512,0.6,99.9,T. quinqueloba,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,N. pachyderma,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,N. incompta,0.012
A180-76,-0.767,-26.033,-3512,0.6,99.9,N. dutertrei,0.465
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. conglomerata,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. hexagonus,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,P. obliquiloculata,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. inflata,0.069
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. crassaformis,0.016
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. hirsuta,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. scitula,0.09
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. glutinata,0
A180-76,-0.767,-26.033,-3512,0.6,99.9,G. truncatulinoides,0.078
A180-9,39.45,-45.95,-4060,0.6,100.2,O. universa,0.003
A180-9,39.45,-45.95,-4060,0.6,100.2,G. conglobatus,0
A180-9,39.45,-45.95,-4060,0.6,100.2,G. ruber albus,0.038
A180-9,39.45,-45.95,-4060,0.6,100.2,G. tenellus,0
A180-9,39.45,-45.95,-4060,0.6,100.2,T. sacculifer,0.003
A180-9,39.45,-45.95,-4060,0.6,100.2,S. dehiscens,0
A180-9,39.45,-45.95,-4060,0.6,100.2,G. siphonifera,0.003
A180-9,39.45,-45.95,-4060,0.6,100.2,G. calida,0.003
A180-9,39.45,-45.95,-4060,0.6,100.2,G. bulloides,0.135
A180-9,39.45,-45.95,-4060,0.6,100.2,G. falconensis,0.003
A180-9,39.45,-45.95,-4060,0.6,100.2,B. digitata,0
A180-9,39.45,-45.95,-4060,0.6,100.2,G. rubescens,0
A180-9,39.45,-45.95,-4060,0.6,100.2,T. quinqueloba,0.026
A180-9,39.45,-45.95,-4060,0.6,100.2,N. pachyderma,0.176
A180-9,39.45,-45.95,-4060,0.6,100.2,N. incompta,0.209
A180-9,39.45,-45.95,-4060,0.6,100.2,N. dutertrei,0.163
A180-9,39.45,-45.95,-4060,0.6,100.2,G. conglomerata,0
A180-9,39.45,-45.95,-4060,0.6,100.2,G. hexagonus,0
A180-9,39.45,-45.95,-4060,0.6,100.2,P. obliquiloculata,0.003
A180-9,39.45,-45.95,-4060,0.6,100.2,G. inflata,0.204
A180-9,39.45,-45.95,-4060,0.6,100.2,G. crassaformis,0
A180-9,39.45,-45.95,-4060,0.6,100.2,G. hirsuta,0.005
A180-9,39.45,-45.95,-4060,0.6,100.2,G. scitula,0.028
A180-9,39.45,-45.95,-4060,0.6,100.2,G. glutinata,0
A180-9,39.45,-45.95,-4060,0.6,100.2,G. truncatulinoides,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,O. universa,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. conglobatus,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. ruber albus,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. tenellus,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,T. sacculifer,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,S. dehiscens,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. siphonifera,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. calida,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. bulloides,0.519
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. falconensis,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,B. digitata,0.003
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. rubescens,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,T. quinqueloba,0.04
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,N. pachyderma,0.168
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,N. incompta,0.057
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,N. dutertrei,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. conglomerata,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. hexagonus,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,P. obliquiloculata,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. inflata,0.128
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. crassaformis,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. hirsuta,0.003
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. scitula,0.037
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. glutinata,0
ELT45.027-PC,-43.308,105.548,-3823,0.3,99.9,G. truncatulinoides,0.044
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,O. universa,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. conglobatus,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. ruber albus,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. tenellus,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,T. sacculifer,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,S. dehiscens,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. siphonifera,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. calida,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. bulloides,0.457
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. falconensis,0.005
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,B. digitata,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. rubescens,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,T. quinqueloba,0.014
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,N. pachyderma,0.276
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,N. incompta,0.045
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,N. dutertrei,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. conglomerata,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. hexagonus,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,P. obliquiloculata,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. inflata,0.167
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. crassaformis,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. hirsuta,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. scitula,0.014
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. glutinata,0
ELT45.029-PC,-44.877,106.518,-3867,0.39,100.1,G. truncatulinoides,0.023
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,O. universa,0.003
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. conglobatus,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. ruber albus,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. tenellus,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,T. sacculifer,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,S. dehiscens,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. siphonifera,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. calida,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. bulloides,0.518
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. falconensis,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,B. digitata,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. rubescens,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,T. quinqueloba,0.058
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,N. pachyderma,0.145
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,N. incompta,0.043
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,N. dutertrei,0.005
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. conglomerata,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. hexagonus,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,P. obliquiloculata,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. inflata,0.173
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. crassaformis,0.003
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. hirsuta,0.003
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. scitula,0.038
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. glutinata,0
ELT45.078-PC,-45.037,114.348,-4084,0.31,100.4,G. truncatulinoides,0.015
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,O. universa,0.003
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. conglobatus,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. ruber albus,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. tenellus,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,T. sacculifer,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,S. dehiscens,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. siphonifera,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. calida,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. bulloides,0.584
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. falconensis,0.003
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,B. digitata,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. rubescens,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,T. quinqueloba,0.081
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,N. pachyderma,0.07
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,N. incompta,0.034
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,N. dutertrei,0.013
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. conglomerata,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. hexagonus,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,P. obliquiloculata,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. inflata,0.138
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. crassaformis,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. hirsuta,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. scitula,0.06
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. glutinata,0
ELT48.003-PC,-41.02,100.012,-3982,0.22,99.9,G. truncatulinoides,0.013
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,O. universa,0.006
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,G. conglobatus,0
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,G. ruber albus,0.157
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,G. tenellus,0
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,T. sacculifer,0.009
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,S. dehiscens,0
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,G. siphonifera,0.003
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,G. calida,0.012
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,G. bulloides,0.045
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,G. falconensis,0.006
ELT48.011-PC,-29.66,97.527,-3496,0.32,100.1,B. digitata,0
